
1 1e-06
2 1e-06
3 1e-06
4 1e-06
5 2e-06
6 2e-06
7 4e-06
8 8e-06
9 1.2e-05
10 2.1e-05
11 4.3e-05
12 8.5e-05
13 0.00017
14 0.00033
15 0.000647
16 0.001524
17 0.00359
18 0.006016
19 0.010338
20 0.020484
21 0.040127
22 0.077321
23 0.154633
24 0.307425
25 0.624623
26 1.22741
27 2.45696
28 4.9079
29 9.78345
30 19.5412
31 39.7928
32 78.2251
33 158.517
34 313.511
35 627.466
36 1254.33
37 2507.76
38 5013
39 10097
40 20014.7
